1,2,journal,title
2022-01-05,2022-01-12,Current Psychology,Spontaneously reported persistent symptoms related to coronavirus disease 2019 one year after hospital discharge
2022-05-08,2022-08-16,Current Psychology,Mineral and Chemical Composition of Surface Bottom Sediments in Some Regions of the Nordic Seas
2022-04-05,2022-06-04,European Archives of Psychiatry and Clinical Neuroscience,Modified Haller index validation and correlation with left ventricular strain in a cohort of subjects with obesity and without overt heart disease
2021-06-21,2022-04-18,Academic Psychiatry,Isolated inferior oblique pareses
2021-07-08,2022-04-12,Academic Psychiatry,Patients’ and family members’ experiences of psychiatric inpatient services in China: a comparison based on a dyadic design
2022-04-20,2022-05-26,Current Psychology,"Nociplastic pain concept, a mechanistic basis for pragmatic approach to fibromyalgia"
2022-04-20,2022-05-26,Academic Psychiatry,"Nociplastic pain concept, a mechanistic basis for pragmatic approach to fibromyalgia"
2022-04-20,2022-05-26,European Archives of Psychiatry and Clinical Neuroscience,"Nociplastic pain concept, a mechanistic basis for pragmatic approach to fibromyalgia"
2022-04-20,2022-05-26,Current Psychology,"Nociplastic pain concept, a mechanistic basis for pragmatic approach to fibromyalgia"
2022-05-04,2022-08-09,"Cognitive, Affective, & Behavioral Neuroscience","Minimally invasive versus open transforaminal lumbar interbody fusion: a prospective, controlled observational study of short-term outcome"
2022-05-04,2022-08-09,International Journal of Mental Health and Addiction,"Minimally invasive versus open transforaminal lumbar interbody fusion: a prospective, controlled observational study of short-term outcome"
2021-04-23,2021-12-26,Current Psychology,Emergency Department Use by Children and Youth with Mental Health Conditions: A Health Equity Agenda
2022-03-26,2022-07-04,Academic Psychiatry,Effect of shift work on frontline doctors’ mood and sleep during the COVID-19 pandemic
2022-01-15,2022-09-09,Academic Psychiatry,Climate Change and Older Adults: an Important Reason to Prepare Trainees for the Imminent Geriatric Mental Health Crisis
2020-12-14,2021-06-15,International Journal of Mental Health and Addiction,Effect of layer thickness and voxel size inversion on leaf area density based on the voxel-based canopy profiling method
